,,,,,,,,,,,Rushing,,,,,,
Rk,Player,Yds,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,Att,Yds,Y/A,TD,Y/G,Pos,Team
479,Leon Burns,2692,SDG,1,13,1971,Long Beach State,1969,1970,22,625,2692,4.3,45,122.4,RB,Long Beach State
480,Dwayne Wright,2683,BUF,4,111,2007,Fresno State,2003,2006,30,501,2683,5.4,16,89.4,RB,Fresno State
481,Greg Lewis,2678,DEN,5,115,1991,Washington,1987,1990,44,529,2678,5.1,22,60.9,RB,Washington
482,Jamal Lewis,2677,RAV,1,5,2000,Tennessee,1997,1999,27,487,2677,5.5,17,99.1,RB,Tennessee
483,Marcus Lattimore,2677,SFO,4,131,2013,South Carolina,2010,2012,29,555,2677,4.8,38,92.3,RB,South Carolina
484,Mike Weber,2676,DAL,7,218,2019,Ohio State,2016,2018,38,455,2676,5.9,24,70.4,RB,Ohio State
485,Darryl Clack,2674,DAL,2,33,1986,Arizona State,1982,1985,36,515,2674,5.2,20,74.3,RB,Arizona State
486,Jahvid Best,2668,DET,1,30,2010,California,2007,2009,31,364,2668,7.3,29,86.1,RB,California
487,Larry Poole,2668,CLE,9,213,1975,Kent State,1972,1974,33,599,2668,4.5,36,80.8,RB,Kent State
488,Rodney Hampton,2668,NYG,1,24,1990,Georgia,1987,1989,31,472,2668,5.7,22,86.1,RB,Georgia
489,David Wilson,2662,NYG,1,32,2012,Virginia Tech,2009,2011,40,462,2662,5.8,18,66.6,RB,Virginia Tech
490,Eric Metcalf,2661,CLE,1,13,1989,Texas,1985,1988,43,585,2661,4.5,23,61.9,RB,Texas
491,Vernand Morency,2661,HTX,3,73,2005,Oklahoma State,2002,2004,30,451,2661,5.9,23,88.7,RB,Oklahoma State
492,Jay Finley,2660,CIN,7,246,2011,Baylor,2007,2010,46,478,2660,5.6,22,57.8,RB,Baylor
493,Ken Oxendine,2660,ATL,7,201,1998,Virginia Tech,1994,1997,41,526,2660,5.1,27,64.9,RB,Virginia Tech
494,John Riggins,2659,NYJ,1,6,1971,Kansas,1968,1970,31,518,2659,5.1,19,85.8,RB,Kansas
495,Art Malone,2649,ATL,2,39,1970,Arizona State,1967,1969,30,565,2649,4.7,28,88.3,RB,Arizona State
496,George Adams,2648,NYG,1,19,1985,Kentucky,1981,1984,39,638,2648,4.2,25,67.9,RB,Kentucky
497,Mike Dennis,2646,BUF,1,8,1966,Ole Miss,1963,1965,58,708,2646,3.7,26,45.6,RB,Ole Miss
498,Rick Calhoun,2646,DET,9,230,1987,Cal State Fullerton,1983,1986,46,507,2646,5.2,19,57.5,RB,Cal State Fullerton
499,Thomas Brown,2646,ATL,6,172,2008,Georgia,2004,2007,40,529,2646,5,23,66.2,RB,Georgia
500,Bob Christian,2643,ATL,12,310,1991,Northwestern,1987,1990,38,612,2643,4.3,20,69.6,RB,Northwestern
501,Curtis Martin,2643,NWE,3,74,1995,Pitt,1991,1994,30,518,2643,5.1,15,88.1,RB,Pitt
502,John Cappelletti,2639,RAM,1,11,1974,Penn State,1972,1973,22,519,2639,5.1,29,120,RB,Penn State
503,Ty Johnson,2635,DET,6,186,2019,Maryland,2015,2018,46,348,2635,7.6,17,57.3,RB,Maryland
504,Cedric Houston,2634,NYJ,6,182,2005,Tennessee,2001,2004,49,501,2634,5.3,17,53.8,RB,Tennessee
505,Chris Fuamatu-Ma'afala,2630,PIT,6,178,1998,Utah,1995,1997,30,463,2630,5.7,22,87.7,RB,Utah
506,Dee Brown,2626,CAR,6,175,2001,Syracuse,1997,2000,45,493,2626,5.3,28,58.4,RB,Syracuse
507,J.J. Arrington,2625,CRD,2,44,2005,California,2003,2004,25,396,2625,6.6,20,105,RB,California
508,Prentice Gautt,2624,NYJ,,,1960,Oklahoma,1957,1959,60,484,2624,5.4,6,43.7,RB,Oklahoma
509,Tshimanga Biakabutuka,2624,CAR,1,8,1996,Michigan,1993,1995,33,434,2624,6,24,79.5,RB,Michigan
510,Lawrence Ricks,2622,DAL,8,220,1983,Michigan,1979,1982,44,504,2622,5.2,24,59.6,RB,Michigan
511,Terry Allen,2620,MIN,9,241,1990,Clemson,1987,1989,30,495,2620,5.3,26,87.3,RB,Clemson
512,Kerry Porter,2618,BUF,7,171,1987,Washington State,1982,1986,52,560,2618,4.7,19,50.3,RB,Washington State
513,Del Rodgers,2616,GNB,3,71,1982,Utah,1978,1981,45,494,2616,5.3,31,58.1,RB,Utah
514,Marcus Thomas,2615,SDG,5,166,2008,UTEP,2004,2007,43,569,2615,4.6,26,60.8,RB,UTEP
515,Jay Graham,2609,RAV,3,64,1997,Tennessee,1993,1996,44,540,2609,4.8,25,59.3,RB,Tennessee
516,Quincy Wilson,2608,ATL,7,219,2004,West Virginia,1999,2003,44,474,2608,5.5,20,59.3,RB,West Virginia
517,Frank Moreau,2599,KAN,4,115,2000,Louisville,1995,1999,49,499,2599,5.2,27,53,RB,Louisville
518,Aaron Brown,2596,DET,6,192,2009,Texas Christian,2005,2008,42,487,2596,5.3,20,61.8,RB,Texas Christian
519,Larry Ferguson,2594,RAI,17,129,1962,Iowa,1959,1962,72,430,2594,6,10,36,RB,Iowa
520,Terrance Ganaway,2592,NYJ,6,202,2012,Baylor,2007,2011,51,473,2592,5.5,34,50.8,RB,"Baylor,Houston"
521,Mark Van Eeghen,2591,RAI,3,75,1974,Colgate,1971,1973,30,528,2591,4.9,27,86.4,RB,Colgate
522,Tony Green,2590,WAS,6,159,1978,Florida,1974,1977,44,445,2590,5.8,15,58.9,RB,Florida
523,Johnny Hector,2587,NYJ,2,51,1983,Texas A&M,1979,1982,42,550,2587,4.7,20,61.6,RB,Texas A&M
524,Harlan Huckleby,2586,NOR,5,120,1979,Michigan,1975,1978,44,489,2586,5.3,25,58.8,RB,Michigan
525,Lydell Carr,2584,NOR,4,106,1988,Oklahoma,1984,1987,44,511,2584,5.1,20,58.7,RB,Oklahoma
526,Oscar Reed,2581,MIN,7,167,1968,Colorado State,1965,1967,30,550,2581,4.7,24,86,RB,Colorado State
527,Elijah Hood,2580,RAI,7,242,2017,North Carolina,2014,2016,34,431,2580,6,29,75.9,RB,North Carolina
528,Joseph Addai,2576,CLT,1,30,2006,LSU,2001,2005,51,490,2576,5.3,18,50.5,RB,LSU
529,Rich Diana,2576,MIA,5,136,1982,Yale,1979,1981,29,534,2576,4.8,19,88.8,RB,Yale
530,Jammal Lord,2573,HTX,6,175,2004,Nebraska,2000,2003,39,516,2573,5,24,66,QB,Nebraska
531,Johnnie Wright,2573,CLT,12,307,1982,South Carolina,1977,1981,46,548,2573,4.7,16,55.9,RB,South Carolina
532,Michael Haddix,2558,PHI,1,8,1983,Mississippi State,1979,1982,44,425,2558,6,20,58.1,RB,Mississippi State
533,Mikel Leshoure,2557,DET,2,57,2011,Illinois,2008,2010,33,424,2557,6,23,77.5,RB,Illinois
534,Bill Thornton,2556,NYJ,22,171,1963,Nebraska,1960,1962,60,570,2556,4.5,6,42.6,RB,Nebraska
535,Artie Owens,2552,SDG,4,115,1976,West Virginia,1972,1975,44,397,2552,6.4,16,58,RB,West Virginia
536,Bill Hurley,2551,PIT,4,110,1980,Syracuse,1975,1979,55,685,2551,3.7,19,46.4,QB,Syracuse
537,James Mayberry,2544,ATL,3,75,1979,Colorado,1975,1978,44,546,2544,4.7,25,57.8,RB,Colorado
538,Lance Alworth,2544,RAI,2,9,1962,Arkansas,1959,1961,60,602,2544,4.2,8,42.4,RB,Arkansas
539,Stan Fritts,2542,CIN,4,97,1975,North Carolina State,1972,1974,33,534,2542,4.8,41,77,RB,North Carolina State
540,Andre Brown,2539,NYG,4,129,2009,North Carolina State,2005,2008,44,523,2539,4.9,22,57.7,RB,North Carolina State
541,Paul Smith,2539,SFO,5,132,2000,UTEP,1996,1999,44,603,2539,4.2,16,57.7,RB,UTEP
542,Rashard Mendenhall,2539,PIT,1,23,2008,Illinois,2005,2007,35,388,2539,6.5,22,72.5,RB,Illinois
543,Sammie Smith,2539,MIA,1,9,1989,Florida State,1985,1988,33,411,2539,6.2,15,76.9,RB,Florida State
544,Bill Brown,2538,NYJ,6,42,1961,Illinois,1958,1960,54,536,2538,4.7,0,47,RB,Illinois
545,Elliott Walker,2537,SFO,6,148,1978,Pitt,1974,1977,42,444,2537,5.7,28,60.4,RB,Pitt
546,Michael Morton,2536,TAM,12,325,1982,Nevada-Las Vegas,1978,1981,46,420,2536,6,20,55.1,RB,Nevada-Las Vegas
547,Greg Jones,2535,JAX,2,55,2004,Florida State,2000,2003,44,480,2535,5.3,23,57.6,RB,Florida State
548,Kylin Hill,2535,GNB,7,256,2021,Mississippi State,2017,2020,40,452,2535,5.6,16,63.4,RB,Mississippi State
549,Matt Jones,2535,JAX,1,21,2005,Arkansas,2001,2004,46,382,2535,6.6,24,55.1,QB,Arkansas
550,Noah Herron,2524,PIT,7,244,2005,Northwestern,2001,2004,45,462,2524,5.5,26,56.1,RB,Northwestern
551,Clinton Portis,2523,DEN,2,51,2002,Miami (FL),1999,2001,29,440,2523,5.7,20,87,RB,Miami (FL)
552,Eddie Hunter,2523,NYJ,8,196,1987,Virginia Tech,1983,1986,43,466,2523,5.4,21,58.7,RB,Virginia Tech
553,Correll Buckhalter,2522,PHI,4,121,2001,Nebraska,1997,2000,45,413,2522,6.1,27,56,RB,Nebraska
554,Dak Prescott,2521,DAL,4,135,2016,Mississippi State,2012,2015,49,536,2521,4.7,41,51.4,QB,Mississippi State
555,Johnny Davis,2519,TAM,2,30,1978,Alabama,1974,1977,44,447,2519,5.6,19,57.3,RB,Alabama
556,Allen Jacobs,2518,BUF,26,205,1964,Utah,1963,1964,40,574,2518,4.4,32,63,RB,Utah
557,Bobby Burnett,2518,BUF,4,33,1966,Arkansas,1963,1965,60,644,2518,3.9,44,42,RB,Arkansas
558,Terry Robiskie,2517,RAI,8,223,1977,LSU,1973,1976,44,578,2517,4.4,29,57.2,RB,LSU
559,Tyrone Anthony,2516,NOR,3,69,1984,North Carolina,1980,1983,44,464,2516,5.4,19,57.2,RB,North Carolina
560,Don Nottingham,2515,CLT,17,441,1971,Kent State,1968,1970,30,602,2515,4.2,19,83.8,RB,Kent State
561,Kerwynn Williams,2515,CLT,7,230,2013,Utah State,2009,2012,49,382,2515,6.6,22,51.3,RB,Utah State
562,Sheldon Canley,2513,SFO,7,193,1991,San Jose State,1988,1990,34,576,2513,4.4,27,73.9,RB,San Jose State
563,Jim Bertelsen,2510,RAM,2,30,1972,Texas,1969,1971,30,412,2510,6.1,33,83.7,RB,Texas
564,Michael Bush,2508,RAI,4,100,2007,Louisville,2003,2006,36,435,2508,5.8,39,69.7,QB,Louisville
565,George Saimes,2506,KAN,6,48,1963,Michigan State,1960,1962,54,472,2506,5.3,36,46.4,RB,Michigan State
566,Maurice Drew,2503,JAX,2,60,2006,UCLA,2003,2005,36,481,2503,5.2,26,69.5,RB,UCLA
567,Baron Batch,2501,PIT,7,232,2011,Texas Tech,2006,2010,45,467,2501,5.4,27,55.6,RB,Texas Tech
568,Dwayne Crutchfield,2501,NYJ,3,79,1982,Iowa State,1980,1981,22,591,2501,4.2,28,113.7,RB,Iowa State
569,Tyler Gaffney,2500,CAR,6,204,2014,Stanford,2009,2013,49,486,2500,5.1,33,51,RB,Stanford
570,Kermit Johnson,2495,SFO,7,166,1974,UCLA,1971,1973,32,370,2495,6.7,25,78,RB,UCLA
571,Kerryon Johnson,2494,DET,2,43,2018,Auburn,2015,2017,37,519,2494,4.8,32,67.4,RB,Auburn
572,Chad Morton,2493,NOR,5,166,2000,USC,1996,1999,45,506,2493,4.9,24,55.4,RB,USC
573,Bruce Perry,2491,PHI,7,242,2004,Maryland,1999,2003,36,468,2491,5.3,17,69.2,RB,Maryland
574,Ron Johnson,2491,CLE,1,20,1969,Michigan,1966,1968,30,498,2491,5,25,83,RB,Michigan
575,Keith Jones,2488,RAM,6,147,1988,Nebraska,1984,1987,36,398,2488,6.3,32,69.1,RB,Nebraska
576,Sherman Williams,2486,DAL,2,46,1995,Alabama,1991,1994,44,535,2486,4.6,27,56.5,RB,Alabama
577,Lamical Perine,2485,NYJ,4,120,2020,Florida,2016,2019,50,493,2485,5,22,49.7,RB,Florida
578,Julian Edelman,2483,NWE,7,232,2009,Kent State,2006,2008,31,502,2483,4.9,22,80.1,QB,Kent State
579,Giovani Bernard,2481,CIN,2,37,2013,North Carolina,2011,2012,23,423,2481,5.9,25,107.9,RB,North Carolina
580,Edwin Watson,2479,GNB,7,218,1998,Purdue,1994,1997,44,517,2479,4.8,25,56.3,RB,Purdue
581,Topper Clemons,2479,DAL,8,212,1986,Wake Forest,1982,1985,44,506,2479,4.9,13,56.3,RB,Wake Forest
582,Jim Vollenweider,2472,RAI,18,137,1962,Miami (FL),1959,1961,60,546,2472,4.5,18,41.2,RB,Miami (FL)
583,Jarvis Redwine,2471,MIN,2,52,1981,Nebraska,1976,1980,45,373,2471,6.6,20,54.9,RB,"Nebraska,Oregon State"
584,Roger Vick,2471,NYJ,1,21,1987,Texas A&M,1983,1986,40,573,2471,4.3,23,61.8,RB,Texas A&M
585,Alois Blackwell,2467,DAL,4,110,1978,Houston,1975,1977,32,428,2467,5.8,21,77.1,RB,Houston
586,Greg Boykin,2465,NOR,7,174,1977,Northwestern,1972,1976,41,601,2465,4.1,18,60.1,RB,Northwestern
587,John Isenbarger,2465,SFO,2,48,1970,Indiana,1967,1969,30,483,2465,5.1,14,82.2,RB,Indiana
588,Chris Rainey,2464,PIT,5,159,2012,Florida,2007,2011,53,396,2464,6.2,13,46.5,RB,Florida
589,Wendell Smallwood,2462,PHI,5,153,2016,West Virginia,2013,2015,38,425,2462,5.8,12,64.8,RB,West Virginia
590,Dan Alexander,2456,OTI,6,192,2001,Nebraska,1997,2000,38,402,2456,6.1,20,64.6,RB,Nebraska
591,Robert Alexander,2456,RAM,10,269,1981,West Virginia,1977,1980,45,491,2456,5,8,54.6,RB,West Virginia
592,James Johnson,2452,MIA,2,39,1999,Mississippi State,1997,1998,23,453,2452,5.4,24,106.6,RB,Mississippi State
593,Nick Ryder,2450,NYJ,16,123,1963,Miami (FL),1960,1962,60,538,2450,4.6,10,40.8,RB,Miami (FL)
594,Rick Berns,2449,TAM,3,80,1979,Nebraska,1976,1978,34,440,2449,5.6,28,72,RB,Nebraska
595,Roger Craig,2446,SFO,2,49,1983,Nebraska,1979,1982,45,407,2446,6,26,54.4,RB,Nebraska
596,Isiah Pacheco,2442,KAN,7,251,2022,Rutgers,2018,2021,44,563,2442,4.3,18,55.5,RB,Rutgers
597,Leeland McElroy,2442,CRD,2,32,1996,Texas A&M,1993,1995,32,448,2442,5.5,29,76.3,RB,Texas A&M
598,Jim Otis,2441,NOR,9,218,1970,Ohio State,1967,1969,26,555,2441,4.4,33,93.9,RB,Ohio State
599,Mike Davis,2440,SFO,4,126,2015,South Carolina,2012,2014,37,454,2440,5.4,22,65.9,RB,South Carolina
600,David Adams,2436,CLT,12,309,1987,Arizona,1984,1986,32,564,2436,4.3,15,76.1,RB,Arizona
601,Terry Metcalf,2432,CRD,3,63,1973,Long Beach State,1971,1972,23,480,2432,5.1,44,105.7,RB,Long Beach State
602,Mark Kellar,2429,MIN,6,155,1974,Northern Illinois,1971,1973,22,459,2429,5.3,23,110.4,RB,Northern Illinois
603,Alfred Anderson,2424,MIN,3,67,1984,Baylor,1980,1983,44,554,2424,4.4,35,55.1,RB,Baylor
604,Latavius Murray,2424,RAI,6,181,2013,UCF,2008,2012,45,453,2424,5.4,37,53.9,RB,UCF
605,Ricky Whittle,2423,NOR,4,103,1996,Oregon,1992,1995,40,559,2423,4.3,21,60.6,RB,Oregon
606,Roland Moss,2421,CLT,7,181,1969,Toledo,1966,1968,30,655,2421,3.7,32,80.7,RB,Toledo
607,Calvin Murray,2420,PHI,4,110,1981,Ohio State,1977,1980,39,408,2420,5.9,15,62.1,RB,Ohio State
608,Duane Thomas,2418,DAL,1,23,1970,West Texas State,1966,1969,40,405,2418,6,20,60.5,RB,West Texas State
609,Evan Hull,2417,CLT,5,176,2023,Northwestern,2019,2022,38,488,2417,5,18,63.6,RB,Northwestern
610,Rick Badanjek,2417,WAS,7,186,1986,Maryland,1982,1985,44,521,2417,4.6,44,54.9,RB,Maryland
611,Kendre Miller,2410,NOR,3,71,2023,Texas Christian,2020,2022,33,361,2410,6.7,26,73,RB,Texas Christian
612,John L. Williams,2409,SEA,1,15,1986,Florida,1982,1985,39,468,2409,5.1,14,61.8,RB,Florida
613,Madre Hill,2407,CLE,7,207,1999,Arkansas,1994,1998,33,541,2407,4.4,25,72.9,RB,Arkansas
614,Russell Davis,2404,PIT,4,86,1979,Michigan,1975,1978,44,487,2404,4.9,17,54.6,RB,Michigan
615,Bobby Smith,2402,NYJ,26,205,1961,UCLA,1959,1961,60,626,2402,3.8,20,40,QB,UCLA
616,Eddie Lacy,2402,GNB,2,61,2013,Alabama,2010,2012,38,355,2402,6.8,30,63.2,RB,Alabama
617,Da'Rel Scott,2401,NYG,7,221,2011,Maryland,2007,2010,41,430,2401,5.6,17,58.6,RB,Maryland
618,Chuck Mercein,2400,BUF,10,79,1965,Yale,1962,1964,54,480,2400,5,12,44.4,RB,Yale
619,Art Baker,2396,BUF,3,18,1961,Syracuse,1958,1960,56,486,2396,4.9,10,42.8,RB,Syracuse
620,Alvin Pearman,2394,JAX,4,127,2005,Virginia,2001,2004,46,500,2394,4.8,19,52,RB,Virginia
621,Montario Hardesty,2391,CLE,2,59,2010,Tennessee,2005,2009,49,560,2391,4.3,26,48.8,RB,Tennessee
622,Lorenzo Booker,2389,MIA,3,71,2007,Florida State,2003,2006,48,497,2389,4.8,15,49.8,RB,Florida State
623,Todd McNair,2383,KAN,8,220,1989,Temple,1985,1988,44,566,2383,4.2,16,54.2,RB,Temple
624,Bob Anderson,2380,DEN,1,11,1970,Colorado,1967,1969,30,566,2380,4.2,34,79.3,QB,Colorado
625,Devon Achane,2376,MIA,3,84,2023,Texas A&M,2020,2022,30,369,2376,6.4,21,79.2,RB,Texas A&M
626,Gerald Willhite,2364,DEN,1,21,1982,San Jose State,1980,1981,22,530,2364,4.5,20,107.5,RB,San Jose State
627,Hank Bjorklund,2362,NYJ,12,299,1972,Princeton,1969,1971,27,449,2362,5.3,21,87.5,RB,Princeton
628,Reggie Cobb,2360,TAM,2,30,1990,Tennessee,1987,1989,25,445,2360,5.3,26,94.4,RB,Tennessee
629,James Wilder,2357,TAM,2,34,1981,Missouri,1978,1980,33,487,2357,4.8,22,71.4,RB,Missouri
630,Jim Lindsey,2354,BUF,2,17,1966,Arkansas,1963,1965,60,552,2354,4.3,14,39.2,RB,Arkansas
631,Robin Earl,2351,CHI,3,61,1977,Washington,1973,1976,44,463,2351,5.1,14,53.4,TE,Washington
632,Joe Wilson,2350,CIN,8,199,1973,Holy Cross,1970,1972,31,462,2350,5.1,22,75.8,RB,Holy Cross
633,Kevin Long,2350,NYJ,7,195,1977,South Carolina,1974,1976,33,434,2350,5.4,11,71.2,RB,South Carolina
634,Art Perkins,2346,OTI,18,143,1962,North Texas,1959,1961,58,568,2346,4.1,14,40.4,RB,North Texas
635,Dri Archer,2342,PIT,3,97,2014,Kent State,2009,2013,47,325,2342,7.2,24,49.8,RB,Kent State
636,Bilal Powell,2338,NYJ,4,126,2011,Louisville,2007,2010,42,436,2338,5.4,19,55.7,RB,Louisville
637,Onterrio Smith,2337,MIN,4,105,2003,Oregon,1999,2002,29,436,2337,5.4,23,80.6,RB,"Oregon,Tennessee"
638,Raymont Harris,2337,CHI,4,114,1994,Ohio State,1990,1993,40,517,2337,4.5,24,58.4,RB,Ohio State
639,Travis Stephens,2336,TAM,4,119,2002,Tennessee,1997,2001,42,488,2336,4.8,21,55.6,RB,Tennessee
640,Owen Gill,2330,SEA,2,53,1985,Iowa,1981,1984,45,445,2330,5.2,22,51.8,RB,Iowa
641,Benny Malone,2328,MIA,2,47,1974,Arizona State,1971,1973,33,347,2328,6.7,25,70.5,RB,Arizona State
642,Howard Griffith,2325,CLT,9,236,1991,Illinois,1987,1990,44,441,2325,5.3,30,52.8,RB,Illinois
643,Hassan Haskins,2324,OTI,4,131,2022,Michigan,2018,2021,36,452,2324,5.1,30,64.6,,Michigan
644,Kevan Barlow,2324,SFO,3,80,2001,Pitt,1997,2000,37,486,2324,4.8,20,62.8,RB,Pitt
645,Audric Estime,2321,DEN,5,147,2024,Notre Dame,2021,2023,37,373,2321,6.2,29,62.7,RB,Notre Dame
646,Jonathan Williams,2321,BUF,5,156,2016,Arkansas,2012,2015,37,406,2321,5.7,16,62.7,RB,Arkansas
647,Bobby Moore,2306,CRD,1,4,1972,Oregon,1969,1971,32,474,2306,4.9,18,72.1,WR,Oregon
648,Javorius Allen,2306,RAV,4,125,2015,USC,2012,2014,29,417,2306,5.5,25,79.5,RB,USC
649,Reggie Collier,2304,DAL,6,162,1983,Southern Mississippi,1979,1982,44,446,2304,5.2,26,52.4,QB,Southern Mississippi
650,Joshua Kelley,2303,SDG,4,112,2020,UCLA,2018,2019,22,454,2303,5.1,24,104.7,RB,UCLA
651,Glyn Milburn,2302,DEN,2,43,1993,Stanford,1988,1992,45,468,2302,4.9,14,51.2,RB,"Oklahoma,Stanford"
652,Jacque Robinson,2300,BUF,8,197,1985,Washington,1981,1984,44,503,2300,4.6,24,52.3,RB,Washington
653,Leon Burton,2300,SFO,8,87,1958,Arizona State,1956,1958,30,285,2300,8.1,25,76.7,RB,Arizona State
654,Chuck McSwain,2297,DAL,5,135,1983,Clemson,1979,1982,44,469,2297,4.9,22,52.2,RB,Clemson
655,Javonte Williams,2297,DEN,2,35,2021,North Carolina,2018,2020,35,366,2297,6.3,29,65.6,RB,North Carolina
656,Jaylen Wright,2297,MIA,4,120,2024,Tennessee,2021,2023,34,368,2297,6.2,18,67.6,RB,Tennessee
657,Lee Rouson,2296,NYG,8,213,1985,Colorado,1981,1984,41,581,2296,4,10,56,RB,Colorado
658,Frank Mestnik,2294,NWE,,,1960,Marquette,1957,1959,60,616,2294,3.7,14,38.2,RB,Marquette
659,Edwin Baker,2293,SDG,7,250,2012,Michigan State,2009,2011,35,462,2293,5,19,65.5,RB,Michigan State
660,Shyrone Stith,2292,JAX,7,243,2000,Virginia Tech,1996,1999,33,448,2292,5.1,21,69.5,RB,Virginia Tech
661,Brittain Brown,2284,RAI,7,250,2022,UCLA,2017,2021,42,406,2284,5.6,21,54.4,RB,"Duke,UCLA"
662,Dennis Johnson,2282,BUF,3,59,1978,Mississippi State,1974,1977,44,428,2282,5.3,18,51.9,RB,Mississippi State
663,Donny Anderson,2280,GNB,1,7,1965,Texas Tech,1963,1965,30,526,2280,4.3,13,76,RB,Texas Tech
664,Bradlee Van Pelt,2274,DEN,7,250,2004,Colorado State,2001,2003,38,420,2274,5.4,25,59.8,QB,Colorado State
665,David Sims,2274,SEA,7,169,1977,Georgia Tech,1974,1976,33,379,2274,6,21,68.9,RB,Georgia Tech
666,Tony Brooks,2274,PHI,4,92,1992,Notre Dame,1987,1991,45,423,2274,5.4,14,50.5,RB,Notre Dame
667,Ricky Moore,2270,SFO,3,75,1985,Alabama,1981,1984,44,469,2270,4.8,10,51.6,RB,Alabama
668,Kenny King,2269,OTI,3,72,1979,Oklahoma,1975,1978,44,362,2269,6.3,10,51.6,RB,Oklahoma
669,Cory Boyd,2267,TAM,7,238,2008,South Carolina,2003,2007,46,464,2267,4.9,23,49.3,RB,South Carolina
670,Louis Carter,2266,RAI,3,76,1975,Maryland,1972,1974,33,561,2266,4,25,68.7,RB,Maryland
671,James Joseph,2264,PHI,7,187,1991,Auburn,1986,1990,55,452,2264,5,16,41.2,RB,Auburn
672,Jonathan Wells,2262,HTX,4,99,2002,Ohio State,1998,2001,45,439,2262,5.2,26,50.3,RB,Ohio State
673,Barry Word,2257,NOR,3,62,1986,Virginia,1982,1985,36,405,2257,5.6,17,62.7,RB,Virginia
674,Spencer Tillman,2257,OTI,5,133,1987,Oklahoma,1983,1986,45,434,2257,5.2,20,50.2,RB,Oklahoma
675,Devonta Freeman,2255,ATL,4,103,2014,Florida State,2011,2013,40,404,2255,5.6,30,56.4,RB,Florida State
676,Clarence Williams,2254,SDG,5,124,1977,South Carolina,1974,1976,33,431,2254,5.2,16,68.3,RB,South Carolina
677,Robert Griffin III,2254,WAS,1,2,2012,Baylor,2008,2011,41,528,2254,4.3,33,55,QB,Baylor
678,Lorenzo Neal,2252,NOR,4,89,1993,Fresno State,1990,1992,34,454,2252,5,26,66.2,RB,Fresno State
679,Aaron Craver,2251,MIA,3,60,1991,Fresno State,1989,1990,21,449,2251,5,26,107.2,RB,Fresno State
680,Tony Benjamin,2251,SEA,6,142,1977,Duke,1973,1976,44,513,2251,4.4,15,51.2,RB,Duke
681,Willie Ross,2250,BUF,12,90,1964,Nebraska,1961,1963,60,452,2250,5,8,37.5,RB,Nebraska
682,Clarence Davis,2247,RAI,4,97,1971,USC,1969,1970,21,496,2247,4.5,18,107,RB,USC
683,Robert Drummond,2246,PHI,3,76,1989,Syracuse,1985,1988,44,393,2246,5.7,17,51,RB,Syracuse
684,Ger Schwedes,2244,NWE,,,1960,Syracuse,1957,1959,56,436,2244,5.1,6,40.1,RB,Syracuse
685,Jeff Kinney,2244,KAN,1,23,1972,Nebraska,1969,1971,33,545,2244,4.1,29,68,RB,Nebraska
686,Joe Moore,2244,CHI,1,11,1971,Missouri,1968,1970,31,453,2244,5,15,72.4,RB,Missouri
687,Lamont Warren,2242,CLT,6,164,1994,Colorado,1991,1993,31,488,2242,4.6,22,72.3,RB,Colorado
688,Rondell Mealey,2238,GNB,7,252,2000,LSU,1996,1999,44,453,2238,4.9,29,50.9,RB,LSU
689,Marcus Mariota,2237,OTI,1,2,2015,Oregon,2012,2014,41,337,2237,6.6,29,54.6,QB,Oregon
690,Charlie Pittman,2236,CRD,3,58,1970,Penn State,1967,1969,30,454,2236,4.9,30,74.5,RB,Penn State
691,David Turner,2234,CIN,2,45,1978,San Diego State,1976,1977,22,433,2234,5.2,20,101.5,RB,San Diego State
692,Shonn Greene,2228,NYJ,3,65,2009,Iowa,2005,2008,34,376,2228,5.9,22,65.5,RB,Iowa
693,Willie McClendon,2228,CHI,3,66,1979,Georgia,1976,1978,33,443,2228,5,22,67.5,RB,Georgia
694,Dickie Post,2219,SDG,4,94,1967,Houston,1964,1966,29,457,2219,4.9,13,76.5,RB,Houston
695,Harold Shaw,2219,NWE,6,176,1998,Southern Mississippi,1994,1997,44,592,2219,3.7,32,50.4,RB,Southern Mississippi
696,Marcus Wilson,2219,RAI,6,149,1990,Virginia,1987,1989,29,494,2219,4.5,13,76.5,RB,Virginia
697,Ronnie Harmon,2219,BUF,1,16,1986,Iowa,1982,1985,45,428,2219,5.2,22,49.3,RB,Iowa
698,Cameron Artis-Payne,2218,CAR,5,174,2015,Auburn,2013,2014,26,394,2218,5.6,19,85.3,RB,Auburn
699,Henry Hynoski,2218,CLE,6,154,1975,Temple,1972,1974,29,439,2218,5.1,16,76.5,RB,Temple
700,Joey Iosefa,2218,TAM,7,231,2015,Hawaii,2011,2014,32,512,2218,4.3,21,69.3,RB,Hawaii
701,Garry James,2217,DET,2,29,1986,LSU,1982,1985,42,491,2217,4.5,27,52.8,RB,LSU
702,Jawhar Jordan,2214,HTX,6,205,2024,Louisville,2019,2023,37,381,2214,5.8,18,59.8,RB,"Louisville,Syracuse"
703,Arthur Whittington,2213,RAI,7,176,1978,SMU,1974,1977,44,481,2213,4.6,19,50.3,RB,SMU
704,Dennis Gentry,2213,CHI,4,89,1982,Baylor,1977,1981,44,414,2213,5.3,15,50.3,RB,Baylor
705,Joe McKnight,2213,NYJ,4,112,2010,USC,2007,2009,36,347,2213,6.4,13,61.5,RB,USC
